66	564453
45	558790
34	569944
33	569736
23	552277
23	557853
20	576825
18	549091
17	560910
17	569861
16	549493
14	571501
12	560378
12	545635
12	540316
11	576918
11	544447
11	581092
10	568698
10	577355
9	589325
9	558799
8	578170
8	566671
8	542420
8	597467
7	547296
7	535907
6	595682
5	552777
5	540110
5	593459
5	570623
5	609271
5	583183
4	514794
3	617664
3	608780
3	522527
2	407090
2	526283
2	658235
2	494707
2	664180
2	680150
2	448967
1	563626
1	625741
1	672591
1	710231
