725	51384
490	51317
377	51400
366	51369
250	51322
247	51426
225	51273
192	51477
189	51257
186	51266
171	51414
156	51288
131	51332
127	51556
126	51458
124	51178
124	51548
117	51187
112	51549
111	51234
103	51494
98	51318
93	51395
90	51392
88	51515
84	51659
75	51080
73	51388
70	51058
59	51633
58	51160
57	51156
56	50948
54	51183
53	50953
40	51479
36	51472
36	50731
31	50567
26	50633
26	51090
26	52319
20	52628
19	52074
17	52819
16	50886
14	50730
13	51737
12	52145
11	51238
